timestamp,run_dir,git_sha,dataset_sha256,config_sha256,status
2026-05-20T16:06:04Z,checkpoints/sweep_oc_all/sweep_oc_phnode_focus_extra3_auv_oc_traj1000_blk150_s23_d0be9434_s45-46-47/main_phnode_full_seed46,d07d90dc2a75c0ad8b5feeb556858338ef1ff671,73e6fe6efdd9dad552f6e5e6709f360f02a411074e0433908cca6872905f2ad3,7ea5ddb3f145f71c9077d719974c7c14c6d8ca9a75627a4ef86fc5e1dba37d88,anomaly
