model_type,train_protocol,eval_profile,eval_protocol,scope,horizon_s,n_seeds_total,n_anomaly_excluded,n_rollout_diverged,n_seeds_used,posmed_mean_of_seed_medians,posmed_median_of_seed_medians,posmed_min,posmed_max,posp95_mean_of_seed_p95s,posp95_median_of_seed_p95s,posp95_max,completion_mean,excluded_seeds,diverged_seeds
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.5983,0.5751,0.4526,0.7814,1.6863,1.4968,2.3096,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.4524,1.2711,1.0904,2.1914,3.8966,3.3728,6.1173,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1689,0.1622,0.1422,0.2173,0.4094,0.4182,0.4452,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.4513,0.427,0.3511,0.6143,1.2244,1.2538,1.4602,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.0962,0.9571,0.8174,1.7376,3.2329,3.1312,3.9637,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.1703,0.1667,0.1389,0.2124,0.435,0.4367,0.4757,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.4929,0.4474,0.376,0.7515,1.5,1.4157,1.9527,,,
ablate_no_lift,v4lite,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.2696,1.0314,0.899,2.3225,3.6817,3.3823,5.4427,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1472,0.1512,0.1272,0.1597,0.3114,0.2948,0.4073,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.4932,0.4174,0.3614,0.8868,1.2625,1.0605,2.1372,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,1.4273,0.9954,0.6569,3.3792,3.0853,2.5803,5.8764,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.1794,0.1849,0.1446,0.1976,0.3774,0.354,0.4913,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.5296,0.5288,0.4097,0.7006,1.3834,1.3645,1.8766,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,OU,60.0,5,0,0,5,1.2267,1.0988,0.7697,1.9895,3.7117,3.2902,5.7749,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.163,0.1647,0.1314,0.1902,0.3695,0.362,0.4217,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.4838,0.4484,0.3407,0.6031,1.3194,1.2584,1.7825,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.2443,1.0713,0.901,1.8304,3.0464,3.1281,3.6736,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1632,0.1604,0.139,0.1876,0.3635,0.3552,0.458,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.4875,0.4468,0.3724,0.6772,1.3734,1.2025,2.1011,,,
ablate_no_lift,v4lite,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.3078,1.1581,0.8664,2.3983,3.5389,3.0737,5.6994,,,
ablate_no_mass_prior,clean,clean,clean,CHIRP,10.0,5,0,0,5,0.1532,0.1423,0.1207,0.1986,0.2558,0.2374,0.329,,,
ablate_no_mass_prior,clean,clean,clean,CHIRP,30.0,5,0,0,5,0.5092,0.5269,0.279,0.8402,1.2354,1.008,2.284,,,
ablate_no_mass_prior,clean,clean,clean,CHIRP,60.0,5,0,0,5,0.9823,0.8336,0.5915,1.4173,2.545,2.3096,4.144,,,
ablate_no_mass_prior,clean,clean,clean,OU,10.0,5,0,0,5,0.1703,0.146,0.1301,0.2228,0.2866,0.2665,0.3754,,,
ablate_no_mass_prior,clean,clean,clean,OU,30.0,5,0,0,5,0.6703,0.6021,0.422,0.9203,1.5345,1.4249,2.0657,,,
ablate_no_mass_prior,clean,clean,clean,OU,60.0,5,0,0,5,1.9863,1.8038,1.2943,2.9127,4.8469,4.2661,6.2946,,,
ablate_no_mass_prior,clean,clean,clean,PRBS,10.0,5,0,0,5,0.1185,0.1192,0.0841,0.1648,0.2588,0.2599,0.3076,,,
ablate_no_mass_prior,clean,clean,clean,PRBS,30.0,5,0,0,5,0.4845,0.4848,0.3038,0.7395,1.2144,1.0978,2.0923,,,
ablate_no_mass_prior,clean,clean,clean,PRBS,60.0,5,0,0,5,1.2654,1.2505,0.6335,2.422,3.7681,3.377,7.0429,,,
ablate_no_mass_prior,clean,clean,clean,overall,10.0,5,0,0,5,0.1474,0.1271,0.1191,0.1937,0.2742,0.2665,0.3267,,,
ablate_no_mass_prior,clean,clean,clean,overall,30.0,5,0,0,5,0.5407,0.5473,0.3486,0.813,1.4772,1.3363,2.2487,,,
ablate_no_mass_prior,clean,clean,clean,overall,60.0,5,0,0,5,1.2966,1.312,0.909,1.8208,4.3103,3.7065,6.2946,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.3018,0.2896,0.2677,0.3375,0.8173,0.814,0.8638,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.8919,0.8203,0.7392,1.2683,2.4468,2.3775,2.8653,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.6769,1.7287,1.4271,1.9311,5.169,5.1516,5.6658,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3604,0.3538,0.3267,0.4029,0.9771,0.982,1.0146,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.9762,0.8979,0.8016,1.2778,3.3759,3.4415,3.8257,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,2.261,2.3911,1.5455,2.8001,7.7389,7.6397,8.735,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.3102,0.3188,0.2792,0.3417,0.9691,0.927,1.1718,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.9395,0.9633,0.8366,1.027,2.6197,2.6446,2.9162,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,2.2039,2.1876,1.5927,2.9905,6.2842,6.4084,8.0437,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.3234,0.314,0.299,0.3579,0.9367,0.9214,1.0146,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.9129,0.8706,0.7822,1.0518,2.9351,2.9725,3.2228,,,
ablate_no_mass_prior,clean,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,2.0436,2.0196,1.5455,2.5978,6.8116,6.8172,8.1738,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4896,0.4833,0.4594,0.5233,0.7474,0.7491,0.7849,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.4456,1.433,1.1477,1.69,2.3951,2.3228,2.7077,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,3.0533,2.9635,2.6385,3.3834,5.0931,5.2656,5.3231,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5167,0.5237,0.4853,0.5413,1.0682,1.0531,1.1182,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.5608,1.5106,1.3737,1.9344,3.4254,3.4164,3.7564,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.3782,3.2301,3.1212,3.7197,7.4574,7.4505,8.7877,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4587,0.46,0.4328,0.4829,0.8206,0.8024,0.8844,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.4902,1.5311,1.3615,1.5776,2.9358,2.9011,3.2883,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,3.0995,3.0343,2.9074,3.3597,5.9845,5.4466,8.4695,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.4827,0.4848,0.4687,0.503,0.9316,0.909,1.0132,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.471,1.4891,1.389,1.5559,3.0978,3.0618,3.4296,,,
ablate_no_mass_prior,clean,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.1022,3.1368,3.0224,3.1507,6.6018,6.2561,7.9292,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.1933,0.1924,0.1669,0.2323,0.3873,0.3657,0.4672,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.6015,0.6072,0.4558,0.8169,1.5433,1.2533,2.4084,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.2412,1.1533,1.0544,1.5828,3.0954,2.9368,4.222,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.2267,0.2199,0.1819,0.2911,0.5093,0.5178,0.5594,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.6869,0.5713,0.5538,0.9709,2.1698,2.2196,2.5355,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,2.036,2.1271,1.4662,2.5688,5.4938,5.7741,7.0572,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1856,0.1766,0.1735,0.206,0.4367,0.4037,0.6152,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.5965,0.5487,0.3517,0.9399,1.5588,1.5015,2.1056,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.3624,1.1812,0.6362,2.4521,4.4595,4.0394,7.3887,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.1954,0.1909,0.1766,0.2289,0.4741,0.4452,0.585,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.6255,0.5572,0.5037,0.8212,1.8563,1.855,2.5355,,,
ablate_no_mass_prior,clean,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.4163,1.5033,1.0838,1.8779,4.6889,4.6417,6.7264,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1993,0.1891,0.165,0.234,0.3414,0.3256,0.4176,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.5659,0.5204,0.4184,0.8226,1.5169,1.4996,2.1588,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,1.1182,1.1737,0.8839,1.4234,3.2445,3.5332,3.95,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.195,0.1715,0.1452,0.2589,0.3614,0.3657,0.4025,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.749,0.6804,0.5201,0.9733,1.6587,1.8027,1.9377,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,OU,60.0,5,0,0,5,2.0406,2.068,1.4403,2.8158,4.7608,3.8778,6.5481,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.1702,0.1813,0.1209,0.1987,0.402,0.3699,0.5373,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.6487,0.5169,0.4244,1.0455,1.4653,1.4077,2.1068,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.526,1.4281,0.6779,2.9633,4.0805,3.5991,6.6295,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1874,0.1733,0.161,0.2206,0.3722,0.3774,0.4176,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.6525,0.6864,0.4518,0.9134,1.5688,1.4485,2.1588,,,
ablate_no_mass_prior,clean,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.4622,1.5017,1.0782,2.0658,4.2905,3.8778,6.3812,,,
ablate_no_mass_prior,iid,clean,clean,CHIRP,10.0,5,0,0,5,0.1305,0.1265,0.122,0.1504,0.2227,0.2194,0.2585,,,
ablate_no_mass_prior,iid,clean,clean,CHIRP,30.0,5,0,0,5,0.4186,0.3596,0.3271,0.5476,1.0247,1.0667,1.4657,,,
ablate_no_mass_prior,iid,clean,clean,CHIRP,60.0,5,0,0,5,1.1957,0.8842,0.6168,1.9019,2.5311,3.0113,3.6662,,,
ablate_no_mass_prior,iid,clean,clean,OU,10.0,5,0,0,5,0.1788,0.1803,0.1562,0.1948,0.3558,0.3319,0.4191,,,
ablate_no_mass_prior,iid,clean,clean,OU,30.0,5,0,0,5,0.6131,0.597,0.5268,0.6968,1.5512,1.4693,1.7291,,,
ablate_no_mass_prior,iid,clean,clean,OU,60.0,5,0,0,5,1.5613,1.4385,1.3541,2.0352,3.7531,3.8408,4.3354,,,
ablate_no_mass_prior,iid,clean,clean,PRBS,10.0,5,0,0,5,0.1283,0.1193,0.1007,0.1675,0.2714,0.2667,0.2974,,,
ablate_no_mass_prior,iid,clean,clean,PRBS,30.0,5,0,0,5,0.5254,0.4558,0.3287,0.8277,1.1473,1.1597,1.5867,,,
ablate_no_mass_prior,iid,clean,clean,PRBS,60.0,5,0,0,5,1.4458,1.6646,0.7017,2.1856,3.5658,3.3024,5.4791,,,
ablate_no_mass_prior,iid,clean,clean,overall,10.0,5,0,0,5,0.1435,0.1438,0.129,0.1602,0.2919,0.2949,0.3073,,,
ablate_no_mass_prior,iid,clean,clean,overall,30.0,5,0,0,5,0.4925,0.418,0.3527,0.675,1.263,1.2856,1.6747,,,
ablate_no_mass_prior,iid,clean,clean,overall,60.0,5,0,0,5,1.3471,1.2972,0.7266,1.9019,3.6717,3.3962,4.8288,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.2853,0.2855,0.252,0.3154,0.8086,0.822,0.8372,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.8,0.7633,0.7368,0.927,2.3455,2.2611,2.629,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.9097,1.9644,1.6192,2.0997,5.1759,4.9879,6.8749,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3622,0.3649,0.3365,0.3861,0.9574,0.9479,1.003,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.9741,1.0312,0.7877,1.0835,3.1698,2.9897,3.6704,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.9952,1.9581,1.714,2.2321,7.0856,7.1328,7.5381,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.3255,0.3237,0.292,0.3628,0.9408,0.9337,0.9713,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.9375,0.9829,0.7933,1.0235,2.7892,2.821,2.9658,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,2.1296,2.222,1.5867,2.9082,6.6413,6.5739,7.8964,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.3247,0.3236,0.3075,0.341,0.937,0.9219,0.9912,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.9115,0.9193,0.8314,0.9995,2.8162,2.7765,2.9658,,,
ablate_no_mass_prior,iid,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.9839,2.0644,1.6196,2.2647,6.3078,6.065,7.5538,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4832,0.4801,0.426,0.5301,0.7385,0.7343,0.7624,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.4098,1.4416,1.1815,1.6666,2.4992,2.4402,2.776,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.9525,2.9263,2.6003,3.2932,5.6965,5.6823,6.5908,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5428,0.5429,0.5304,0.5602,1.06,1.0449,1.1187,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.4772,1.4424,1.3856,1.6431,3.2986,3.1523,3.6746,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.1237,3.1349,2.8352,3.4378,6.853,6.9418,7.0698,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4387,0.4426,0.4191,0.4602,0.8449,0.838,0.8987,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.4931,1.5262,1.4072,1.5641,2.936,2.9201,3.4198,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,2.9776,3.0064,2.634,3.2534,6.1945,6.4486,7.0799,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.4887,0.4879,0.4795,0.5023,0.9164,0.9092,0.9767,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.4441,1.4579,1.3946,1.4778,2.986,3.0162,3.0898,,,
ablate_no_mass_prior,iid,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,2.9861,2.9779,2.8105,3.1349,6.5258,6.3645,7.3013,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.1776,0.1784,0.1634,0.1975,0.3745,0.3762,0.3908,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.5247,0.5187,0.4527,0.6007,1.3102,1.2175,1.8433,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.2244,1.1134,0.8819,1.6252,3.0779,3.247,4.3116,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.2227,0.2126,0.1813,0.2673,0.536,0.5279,0.59,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.6308,0.6317,0.5406,0.7562,2.0201,2.0273,2.2608,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.6851,1.7236,1.5085,1.8394,4.377,4.4699,4.494,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1728,0.1694,0.1507,0.2084,0.4315,0.417,0.5225,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.5768,0.6226,0.3962,0.7437,1.5722,1.4769,1.94,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.6672,1.709,0.9278,2.4591,4.4856,3.9661,7.0507,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.1872,0.1842,0.1772,0.202,0.4773,0.4656,0.515,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.576,0.5792,0.4936,0.6766,1.7566,1.6684,2.0606,,,
ablate_no_mass_prior,iid,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.4613,1.6001,0.9981,1.8488,4.3018,4.1894,5.2243,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1779,0.1851,0.1576,0.1937,0.3202,0.311,0.4012,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.5158,0.4026,0.3723,0.7401,1.3817,1.516,1.6869,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,1.3528,1.0848,0.8812,2.0228,3.0622,3.1887,4.0486,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.1944,0.2012,0.1726,0.2093,0.411,0.3992,0.491,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.652,0.7056,0.5261,0.7162,1.5887,1.5632,1.7671,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,OU,60.0,5,0,0,5,1.5726,1.4426,1.312,1.9536,3.8334,3.9262,4.2112,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.167,0.1678,0.1471,0.1809,0.3554,0.3322,0.4583,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.621,0.524,0.4493,0.884,1.3038,1.0937,1.9353,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.5924,1.3854,1.0377,2.4167,3.8341,3.1606,5.6129,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1781,0.1726,0.1711,0.1954,0.3765,0.3619,0.4583,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.5886,0.5027,0.4846,0.7407,1.3972,1.4677,1.7465,,,
ablate_no_mass_prior,iid,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.5156,1.3482,1.027,2.019,3.8697,3.6683,4.9422,,,
ablate_no_mass_prior,v4lite,clean,clean,CHIRP,10.0,5,0,0,5,0.1391,0.1376,0.1325,0.1514,0.2286,0.2136,0.2685,,,
ablate_no_mass_prior,v4lite,clean,clean,CHIRP,30.0,5,0,0,5,0.4713,0.4467,0.2698,0.6425,1.097,1.0735,1.7645,,,
ablate_no_mass_prior,v4lite,clean,clean,CHIRP,60.0,5,0,0,5,1.0521,0.9764,0.5315,1.7512,2.3304,2.6546,2.9575,,,
ablate_no_mass_prior,v4lite,clean,clean,OU,10.0,5,0,0,5,0.1735,0.1778,0.1486,0.2028,0.3593,0.3569,0.4457,,,
ablate_no_mass_prior,v4lite,clean,clean,OU,30.0,5,0,0,5,0.6804,0.6811,0.5621,0.7845,1.7754,1.6304,2.1033,,,
ablate_no_mass_prior,v4lite,clean,clean,OU,60.0,5,0,0,5,1.9602,1.9255,1.2204,2.9263,5.1248,4.4406,6.8911,,,
ablate_no_mass_prior,v4lite,clean,clean,PRBS,10.0,5,0,0,5,0.1158,0.1134,0.0887,0.1373,0.2703,0.2692,0.2919,,,
ablate_no_mass_prior,v4lite,clean,clean,PRBS,30.0,5,0,0,5,0.4774,0.5194,0.3293,0.592,1.058,1.1413,1.4273,,,
ablate_no_mass_prior,v4lite,clean,clean,PRBS,60.0,5,0,0,5,1.2908,1.5053,0.8121,1.5911,2.823,3.2259,3.9056,,,
ablate_no_mass_prior,v4lite,clean,clean,overall,10.0,5,0,0,5,0.1412,0.1407,0.1313,0.1546,0.2986,0.2994,0.3261,,,
ablate_no_mass_prior,v4lite,clean,clean,overall,30.0,5,0,0,5,0.5155,0.5065,0.3369,0.6385,1.4237,1.4958,1.7347,,,
ablate_no_mass_prior,v4lite,clean,clean,overall,60.0,5,0,0,5,1.2806,1.2966,0.7556,1.8168,3.9027,4.0708,4.7678,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.3001,0.2967,0.2839,0.3206,0.7975,0.7862,0.8297,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.8351,0.8821,0.5925,0.9915,2.1701,2.2138,2.2526,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.5774,1.3547,1.2491,1.9812,4.7006,4.9584,4.9847,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3615,0.3505,0.3436,0.3858,0.9664,0.9533,1.042,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.0685,1.0489,0.9166,1.3558,3.3727,3.4334,3.5481,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,2.3798,2.1309,1.9545,3.5181,8.1359,8.6294,9.4019,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.3152,0.3274,0.276,0.3431,0.9257,0.9114,0.9888,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.9369,0.9324,0.6887,1.1281,2.7025,2.7085,2.9854,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.9358,2.0963,1.439,2.3298,5.9557,5.7564,6.7551,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.3336,0.3357,0.3097,0.3567,0.9183,0.9243,0.9381,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.9414,0.9324,0.8175,1.0238,2.9468,3.0435,3.0991,,,
ablate_no_mass_prior,v4lite,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.889,2.0003,1.3682,2.1327,6.6019,6.7142,7.1675,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4855,0.4895,0.4589,0.4967,0.7201,0.7035,0.7956,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.3732,1.37,1.2923,1.4579,2.3893,2.4219,2.4535,,,
