model_type,train_protocol,eval_profile,eval_protocol,scope,horizon_s,n_seeds_total,n_anomaly_excluded,n_rollout_diverged,n_seeds_used,posmed_mean_of_seed_medians,posmed_median_of_seed_medians,posmed_min,posmed_max,posp95_mean_of_seed_p95s,posp95_median_of_seed_p95s,posp95_max,completion_mean,excluded_seeds,diverged_seeds
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.9357,2.9625,2.7223,3.1295,5.4853,5.5701,5.8329,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5456,0.5426,0.5334,0.5611,1.0765,1.0777,1.1135,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.6128,1.6628,1.4459,1.7356,3.4312,3.474,3.6508,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.3472,3.0664,2.7489,4.2637,8.27,8.2349,9.2548,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4543,0.4457,0.4354,0.4729,0.8033,0.7943,0.8424,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.4253,1.4578,1.1915,1.6002,2.8189,2.7853,3.1379,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,2.886,2.8253,2.7654,3.0443,5.4926,5.8106,5.9687,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.4839,0.4857,0.4688,0.4943,0.9356,0.9491,0.9592,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.466,1.4538,1.39,1.5616,2.9167,2.8459,3.2191,,,
ablate_no_mass_prior,v4lite,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.0522,3.0199,2.8981,3.3208,6.3892,6.2724,7.2568,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.188,0.1841,0.1779,0.2024,0.3425,0.3313,0.375,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.5642,0.5505,0.366,0.7548,1.2801,1.1098,1.6391,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.0343,1.0399,0.6154,1.2793,2.7278,2.9104,3.3169,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.2203,0.2188,0.1934,0.2535,0.511,0.503,0.5602,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.7736,0.6971,0.5946,1.1529,2.3665,2.2875,2.6345,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.9713,1.9423,1.3296,2.7677,5.9156,6.1392,7.138,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.1659,0.1636,0.1506,0.1799,0.3984,0.3958,0.4365,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.564,0.5994,0.4099,0.7255,1.4713,1.3537,2.0513,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.3482,1.4352,0.9491,1.7172,3.5786,3.7159,4.2927,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.19,0.1857,0.1779,0.2024,0.472,0.4738,0.4924,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.612,0.6262,0.447,0.7167,1.8254,1.9175,2.1776,,,
ablate_no_mass_prior,v4lite,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.4021,1.491,0.8923,1.6385,4.5957,4.6298,5.8993,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1776,0.1745,0.1717,0.1889,0.3094,0.3073,0.3581,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.4946,0.4318,0.4065,0.6231,1.3519,1.5019,1.7072,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,1.0807,0.9539,0.8151,1.5038,2.8002,2.8882,3.6589,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.1878,0.1777,0.1602,0.2284,0.4315,0.4374,0.4836,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.7203,0.6886,0.5504,0.9174,1.7548,1.7936,2.1167,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,OU,60.0,5,0,0,5,2.0894,2.0465,1.1857,3.0289,5.03,5.1419,6.914,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.1729,0.1704,0.1564,0.1861,0.3477,0.3491,0.3702,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.5817,0.6312,0.3772,0.7652,1.2936,1.313,1.5015,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,1.3557,1.343,0.9042,1.8204,3.0738,3.2678,3.7491,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1779,0.1734,0.1681,0.1916,0.3557,0.3565,0.3738,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.6009,0.5828,0.4793,0.7132,1.5646,1.6441,1.8111,,,
ablate_no_mass_prior,v4lite,nominal_eval,v4_lite,overall,60.0,5,0,0,5,1.4075,1.4082,0.954,1.8245,4.0668,4.0879,5.1703,,,
blackbox_fullstate,clean,clean,clean,CHIRP,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,CHIRP,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,CHIRP,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,OU,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,OU,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,OU,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,PRBS,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,PRBS,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,PRBS,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,overall,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,overall,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,clean,clean,overall,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,OU,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,OU,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,OU,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,overall,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,overall,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,degraded_eval,iid_noisy_ic,overall,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,OU,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,OU,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,OU,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,overall,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,overall,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,iid_noisy_ic,overall,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,CHIRP,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,CHIRP,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,CHIRP,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,OU,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,OU,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,OU,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,PRBS,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,PRBS,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,PRBS,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,overall,10.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,overall,30.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
blackbox_fullstate,clean,nominal_eval,v4_lite,overall,60.0,5,0,5,0,,,,,,,,,,42;43;44;45;46
phnode_full,clean,clean,clean,CHIRP,10.0,5,0,0,5,0.0832,0.0853,0.0552,0.1069,0.1283,0.1236,0.2004,,,
phnode_full,clean,clean,clean,CHIRP,30.0,5,0,0,5,0.2275,0.1912,0.1429,0.3588,0.4329,0.3991,0.6773,,,
phnode_full,clean,clean,clean,CHIRP,60.0,5,0,0,5,0.5857,0.5705,0.3511,0.9242,1.2416,1.3373,2.0565,,,
phnode_full,clean,clean,clean,OU,10.0,5,0,0,5,0.0981,0.0931,0.0803,0.1375,0.2227,0.1988,0.3058,,,
phnode_full,clean,clean,clean,OU,30.0,5,0,0,5,0.3362,0.3175,0.2365,0.5119,0.777,0.6187,1.4682,,,
phnode_full,clean,clean,clean,OU,60.0,5,0,0,5,0.8203,0.6864,0.6753,1.2726,2.0338,1.7311,3.5757,,,
phnode_full,clean,clean,clean,PRBS,10.0,5,0,0,5,0.0776,0.0754,0.0647,0.094,0.212,0.2063,0.2656,,,
phnode_full,clean,clean,clean,PRBS,30.0,5,0,0,5,0.2764,0.2191,0.2028,0.456,0.5646,0.4919,0.9193,,,
phnode_full,clean,clean,clean,PRBS,60.0,5,0,0,5,0.6892,0.4677,0.4019,1.624,1.5561,1.212,3.0905,,,
phnode_full,clean,clean,clean,overall,10.0,5,0,0,5,0.0831,0.0801,0.0636,0.11,0.2068,0.192,0.2889,,,
phnode_full,clean,clean,clean,overall,30.0,5,0,0,5,0.2716,0.2275,0.2057,0.4137,0.6361,0.5284,1.075,,,
phnode_full,clean,clean,clean,overall,60.0,5,0,0,5,0.6767,0.611,0.4316,1.2059,1.7741,1.5138,3.0668,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.2705,0.2697,0.2466,0.2887,0.8081,0.7994,0.8541,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.7603,0.7855,0.619,0.8115,2.1658,2.1417,2.2634,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.5588,1.5221,1.2747,1.9253,4.5006,4.4281,4.8286,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3546,0.3645,0.3095,0.3931,0.9065,0.8839,1.0151,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.9,0.8972,0.8784,0.9239,2.674,2.6315,2.8999,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.8258,1.7086,1.4544,2.456,5.6235,5.5048,6.0588,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.2858,0.2837,0.2728,0.305,0.9115,0.9091,0.9306,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.8847,0.9525,0.7654,0.9703,2.5304,2.5554,2.8148,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.8173,1.6995,1.5979,2.3242,5.7469,5.7217,6.1857,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.299,0.298,0.2879,0.3104,0.9106,0.8909,1.0085,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.8446,0.8364,0.8172,0.8924,2.5053,2.458,2.6598,,,
phnode_full,clean,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.7574,1.6819,1.5754,2.2098,5.5031,5.5628,5.7093,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4734,0.4761,0.4613,0.482,0.7109,0.713,0.7226,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.4839,1.4974,1.4394,1.5376,2.2106,2.1736,2.3058,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,3.1062,3.1663,2.854,3.2754,4.8647,4.6555,5.5435,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5456,0.5374,0.522,0.6033,1.0059,1.001,1.0606,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.5239,1.5288,1.4747,1.5467,2.7281,2.6794,2.913,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.1255,3.1175,3.0093,3.2663,5.592,5.4477,6.5228,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4406,0.4293,0.4191,0.4664,0.8358,0.8269,0.8684,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.5411,1.5387,1.4934,1.5905,2.4812,2.5325,2.6323,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,3.0257,3.0838,2.5606,3.2553,4.8511,4.4304,6.7465,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.4801,0.4818,0.469,0.4915,0.8575,0.8511,0.909,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,overall,30.0,5,0,0,5,1.5023,1.5089,1.4655,1.5309,2.5324,2.5303,2.7228,,,
phnode_full,clean,heading_biased_eval,iid_noisy_ic,overall,60.0,5,0,0,5,3.1257,3.1194,3.054,3.2241,5.0895,4.8815,5.9306,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.1328,0.1378,0.1108,0.1473,0.3383,0.3256,0.3846,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.4092,0.3913,0.3519,0.5044,0.9551,0.9213,1.1174,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,0.8862,0.8358,0.7386,1.1457,2.0746,2.0968,2.4678,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.1844,0.1673,0.1628,0.2419,0.4343,0.4296,0.5297,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.4678,0.4412,0.3598,0.6539,1.4067,1.3881,1.7573,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.0076,0.8731,0.8155,1.4775,3.2972,3.1744,4.4174,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.161,0.1582,0.1558,0.168,0.3673,0.3666,0.3895,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.4097,0.4082,0.3485,0.5164,1.1018,1.1274,1.2508,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,0.9578,0.7935,0.6989,1.5902,2.8805,2.6622,3.8867,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.1568,0.1522,0.1475,0.1712,0.3979,0.3984,0.435,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.4188,0.3946,0.3674,0.536,1.2045,1.1211,1.4318,,,
phnode_full,clean,nominal_eval,iid_noisy_ic,overall,60.0,5,0,0,5,0.9604,0.8203,0.8095,1.4469,2.864,2.6622,3.7588,,,
phnode_full,clean,nominal_eval,v4_lite,CHIRP,10.0,5,0,0,5,0.1305,0.1328,0.1084,0.1554,0.2835,0.2656,0.3554,,,
phnode_full,clean,nominal_eval,v4_lite,CHIRP,30.0,5,0,0,5,0.4042,0.4006,0.3703,0.459,0.8948,0.8621,1.1072,,,
phnode_full,clean,nominal_eval,v4_lite,CHIRP,60.0,5,0,0,5,0.8158,0.7093,0.6842,1.1186,2.1192,2.1144,2.7506,,,
phnode_full,clean,nominal_eval,v4_lite,OU,10.0,5,0,0,5,0.149,0.1421,0.1304,0.1883,0.3019,0.2916,0.3803,,,
phnode_full,clean,nominal_eval,v4_lite,OU,30.0,5,0,0,5,0.3949,0.3967,0.3212,0.4798,1.0288,0.9547,1.4676,,,
phnode_full,clean,nominal_eval,v4_lite,OU,60.0,5,0,0,5,0.9017,0.7817,0.6951,1.3988,2.5277,2.4583,3.6359,,,
phnode_full,clean,nominal_eval,v4_lite,PRBS,10.0,5,0,0,5,0.1314,0.1264,0.1236,0.1503,0.3109,0.3134,0.3258,,,
phnode_full,clean,nominal_eval,v4_lite,PRBS,30.0,5,0,0,5,0.3436,0.3194,0.2686,0.4763,0.8503,0.8443,0.9453,,,
phnode_full,clean,nominal_eval,v4_lite,PRBS,60.0,5,0,0,5,0.7771,0.6182,0.5053,1.5231,1.8566,1.586,2.9907,,,
phnode_full,clean,nominal_eval,v4_lite,overall,10.0,5,0,0,5,0.1348,0.1313,0.1228,0.1547,0.3152,0.3085,0.3699,,,
phnode_full,clean,nominal_eval,v4_lite,overall,30.0,5,0,0,5,0.3824,0.3676,0.3139,0.4772,0.9646,0.8966,1.2161,,,
phnode_full,clean,nominal_eval,v4_lite,overall,60.0,5,0,0,5,0.8439,0.6888,0.6618,1.3284,2.1544,1.9741,3.087,,,
phnode_full,iid,clean,clean,CHIRP,10.0,5,0,0,5,0.0981,0.0927,0.0825,0.1227,0.1431,0.1336,0.1768,,,
phnode_full,iid,clean,clean,CHIRP,30.0,5,0,0,5,0.2458,0.2403,0.1672,0.3191,0.5766,0.5945,0.7132,,,
phnode_full,iid,clean,clean,CHIRP,60.0,5,0,0,5,0.766,0.8688,0.4135,1.0349,1.5524,1.6851,2.137,,,
phnode_full,iid,clean,clean,OU,10.0,5,0,0,5,0.1301,0.1339,0.1091,0.1496,0.265,0.2699,0.3039,,,
phnode_full,iid,clean,clean,OU,30.0,5,0,0,5,0.4376,0.4586,0.299,0.5319,0.9745,0.9735,1.1914,,,
phnode_full,iid,clean,clean,OU,60.0,5,0,0,5,1.2122,1.0818,0.7148,1.8504,3.0093,2.974,3.7724,,,
phnode_full,iid,clean,clean,PRBS,10.0,5,0,0,5,0.0905,0.0842,0.079,0.1068,0.2752,0.2744,0.2949,,,
phnode_full,iid,clean,clean,PRBS,30.0,5,0,0,5,0.3599,0.3473,0.2858,0.4475,0.7134,0.6929,0.9422,,,
phnode_full,iid,clean,clean,PRBS,60.0,5,0,0,5,0.8979,0.7295,0.5101,1.5803,2.2228,1.8531,3.2958,,,
phnode_full,iid,clean,clean,overall,10.0,5,0,0,5,0.1011,0.0983,0.0909,0.1131,0.26,0.2622,0.2813,,,
phnode_full,iid,clean,clean,overall,30.0,5,0,0,5,0.3299,0.3405,0.2725,0.3995,0.8261,0.873,0.9422,,,
phnode_full,iid,clean,clean,overall,60.0,5,0,0,5,0.8914,0.9082,0.6398,1.0811,2.5507,2.4124,2.9875,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.2783,0.2776,0.2519,0.2959,0.8037,0.8113,0.8151,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,0.7461,0.7575,0.5714,0.8839,2.2017,2.1848,2.4571,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,1.5847,1.5586,1.2044,2.0706,4.6407,4.6028,5.6558,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.3512,0.3486,0.3415,0.3669,0.8913,0.8966,0.934,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,OU,30.0,5,0,0,5,0.993,1.0006,0.9237,1.0389,2.7083,2.7042,2.9901,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,OU,60.0,5,0,0,5,1.9306,1.9863,1.7163,2.2094,6.121,5.802,7.3783,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.2972,0.2841,0.2774,0.3277,0.9276,0.9294,0.9487,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,0.928,0.9133,0.855,1.0521,2.5991,2.4949,2.9891,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,PRBS,60.0,5,0,0,5,1.904,1.954,1.6905,2.1317,5.8199,5.7813,6.4846,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,overall,10.0,5,0,0,5,0.3041,0.3012,0.2921,0.3166,0.9024,0.918,0.934,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,overall,30.0,5,0,0,5,0.8784,0.8925,0.8353,0.9256,2.5394,2.5341,2.7042,,,
phnode_full,iid,degraded_eval,iid_noisy_ic,overall,60.0,5,0,0,5,1.8229,1.842,1.5464,2.0343,5.5532,5.3307,6.501,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,CHIRP,10.0,5,0,0,5,0.4805,0.4889,0.4598,0.4918,0.7211,0.7102,0.7509,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,CHIRP,30.0,5,0,0,5,1.4753,1.4651,1.3593,1.6187,2.2013,2.1826,2.3952,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,CHIRP,60.0,5,0,0,5,2.9599,2.8917,2.699,3.2241,5.0152,5.0472,5.4456,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,OU,10.0,5,0,0,5,0.5412,0.5379,0.5321,0.5546,0.9897,1.0082,1.0154,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,OU,30.0,5,0,0,5,1.5695,1.5418,1.5051,1.6526,2.8429,2.7705,3.0964,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,OU,60.0,5,0,0,5,3.1229,3.2933,2.588,3.6868,5.7969,5.6134,6.8085,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,PRBS,10.0,5,0,0,5,0.4445,0.4379,0.4233,0.4797,0.8325,0.8184,0.8565,,,
phnode_full,iid,heading_biased_eval,iid_noisy_ic,PRBS,30.0,5,0,0,5,1.5025,1.4719,1.4319,1.618,2.617,2.5988,2.813,,,
