model_type,seed,epoch,train_total,test_total,train_so3_orth,train_success_rate
phnode_full,45,110,0.0095572,0.00656785,1.1686e-07,1
phnode_full,45,111,0.0206411,0.0156164,1.16816e-07,1
phnode_full,45,112,0.0125886,0.0124029,1.16742e-07,1
phnode_full,45,113,0.0102898,0.0101901,1.16752e-07,1
phnode_full,45,114,0.012074,0.0102747,1.1684e-07,1
phnode_full,45,115,0.00992674,0.0103695,1.16678e-07,1
phnode_full,45,116,0.0104671,0.0104056,1.16807e-07,1
phnode_full,45,117,0.0117283,0.00901197,1.16971e-07,1
phnode_full,45,118,0.00753611,0.0094551,1.16926e-07,1
phnode_full,45,119,0.00691218,0.0120966,1.16909e-07,1
phnode_full,45,120,0.011313,0.00889627,1.16876e-07,1
phnode_full,45,121,0.00706659,0.0068194,1.16848e-07,1
phnode_full,45,122,0.00673692,0.00656402,1.1685e-07,1
phnode_full,45,123,0.00697919,0.0107629,1.16975e-07,1
phnode_full,45,124,0.00680312,0.00727261,1.17115e-07,1
phnode_full,45,125,0.0108418,0.0109791,1.16888e-07,1
phnode_full,45,126,0.0108524,0.00869113,1.16796e-07,1
phnode_full,45,127,0.0105615,0.00795058,1.16719e-07,1
phnode_full,45,128,0.009732,0.00853698,1.16628e-07,1
phnode_full,45,129,0.00748318,0.00679112,1.16583e-07,1
phnode_full,45,130,0.00645672,0.00771134,1.16786e-07,1
phnode_full,45,131,0.00683355,0.0110537,1.16636e-07,1
phnode_full,45,132,0.0104883,0.00741436,1.16891e-07,1
phnode_full,45,133,0.00818994,0.00936475,1.1696e-07,1
phnode_full,45,134,0.00735709,0.00882823,1.16828e-07,1
phnode_full,45,135,0.00880794,0.0120214,1.17068e-07,1
phnode_full,45,136,0.00868388,0.00874883,1.16929e-07,1
phnode_full,45,137,0.00780546,0.00594533,1.16808e-07,1
phnode_full,45,138,0.00651872,0.00707504,1.16645e-07,1
phnode_full,45,139,0.00662191,0.00644767,1.16949e-07,1
phnode_full,45,140,0.00577939,0.00631593,1.16905e-07,1
phnode_full,45,141,0.00588323,0.00679766,1.16965e-07,1
phnode_full,45,142,0.00564061,0.00635367,1.16971e-07,1
phnode_full,45,143,0.00559318,0.00587074,1.16806e-07,1
phnode_full,45,144,0.00552078,0.00522181,1.16816e-07,1
phnode_full,45,145,0.0053295,0.00546008,1.16948e-07,1
phnode_full,45,146,0.00685275,0.00950448,1.1691e-07,1
phnode_full,45,147,0.0068689,0.00633873,1.17056e-07,1
phnode_full,45,148,0.0078975,0.0109429,1.16891e-07,1
phnode_full,45,149,0.00751281,0.0090627,1.16988e-07,1
phnode_full,45,150,0.00639235,0.00596935,1.16881e-07,1
phnode_full,45,151,0.00633168,0.00686352,1.16997e-07,1
phnode_full,45,152,0.0061665,0.00614484,1.16974e-07,1
phnode_full,45,153,0.00536065,0.00496184,1.16901e-07,1
phnode_full,45,154,0.00508908,0.00515298,1.16929e-07,1
phnode_full,45,155,0.00505549,0.00514242,1.16953e-07,1
phnode_full,45,156,0.00498378,0.00528759,1.16916e-07,1
phnode_full,45,157,0.00489772,0.00543265,1.16851e-07,1
phnode_full,45,158,0.00485447,0.00531129,1.17083e-07,1
phnode_full,45,159,0.00484879,0.00534713,1.16926e-07,1
phnode_full,45,160,0.00482775,0.00482292,1.1691e-07,1
phnode_full,45,161,0.00490511,0.00519819,1.17066e-07,1
phnode_full,45,162,0.00458151,0.00592527,1.17087e-07,1
phnode_full,45,163,0.00479044,0.00530251,1.17012e-07,1
phnode_full,45,164,0.00548356,0.00684447,1.16992e-07,1
phnode_full,45,165,0.00588448,0.00533697,1.16818e-07,1
phnode_full,45,166,0.00495998,0.00471654,1.17076e-07,1
phnode_full,45,167,0.00464619,0.00545034,1.17037e-07,1
phnode_full,45,168,0.00468452,0.00532223,1.17133e-07,1
phnode_full,45,169,0.00457196,0.00526544,1.16932e-07,1
phnode_full,45,170,0.00453777,0.00494443,1.1686e-07,1
phnode_full,45,171,0.0044929,0.00484994,1.17077e-07,1
phnode_full,45,172,0.00500506,0.00530441,1.17027e-07,1
phnode_full,45,173,0.00493362,0.00698787,1.17226e-07,1
phnode_full,45,174,0.00478835,0.00483812,1.16957e-07,1
phnode_full,45,175,0.00431305,0.00449719,1.17105e-07,1
phnode_full,45,176,0.00416582,0.00433053,1.171e-07,1
phnode_full,45,177,0.00415917,0.00436097,1.17219e-07,1
phnode_full,45,178,0.00414984,0.00430794,1.17114e-07,1
phnode_full,45,179,0.00412166,0.00432776,1.1703e-07,1
phnode_full,45,180,0.00409948,0.00433583,1.17014e-07,1
phnode_full,45,181,0.00411086,0.00426128,1.1711e-07,1
phnode_full,45,182,0.00409339,0.00429365,1.17172e-07,1
phnode_full,45,183,0.00409005,0.00425268,1.16929e-07,1
phnode_full,45,184,0.00407314,0.00435129,1.17337e-07,1
phnode_full,45,185,0.00407748,0.00427206,1.17147e-07,1
phnode_full,45,186,0.00404628,0.00422779,1.17066e-07,1
phnode_full,45,187,0.00405773,0.00422151,1.17223e-07,1
phnode_full,45,188,0.00410306,0.00422127,1.1697e-07,1
phnode_full,45,189,0.00406718,0.0042593,1.17083e-07,1
phnode_full,45,190,0.00405086,0.00424324,1.16995e-07,1
phnode_full,45,191,0.00402842,0.00424098,1.16979e-07,1
phnode_full,45,192,0.00402228,0.00428361,1.16912e-07,1
phnode_full,45,193,0.00399859,0.0042239,1.16934e-07,1
phnode_full,45,194,0.0039796,0.00415259,1.17165e-07,1
phnode_full,45,195,0.00398548,0.00415424,1.16932e-07,1
phnode_full,45,196,0.00398277,0.00418698,1.17402e-07,1
phnode_full,45,197,0.00397634,0.00414937,1.1717e-07,1
phnode_full,45,198,0.00398965,0.00424214,1.16889e-07,1
phnode_full,45,199,0.00397937,0.00416248,1.16943e-07,1
phnode_full,45,200,0.003954,0.00416727,1.17201e-07,1
phnode_full,45,201,0.00397068,0.00414403,1.1721e-07,1
phnode_full,45,202,0.00395169,0.00410739,1.17206e-07,1
phnode_full,45,203,0.00393346,0.00412304,1.17092e-07,1
phnode_full,45,204,0.0039386,0.00411475,1.16897e-07,1
phnode_full,45,205,0.00394808,0.00412207,1.16912e-07,1
phnode_full,45,206,0.00393504,0.00412755,1.17151e-07,1
phnode_full,45,207,0.00393993,0.0041077,1.17089e-07,1
phnode_full,45,208,0.00392713,0.00414739,1.17052e-07,1
phnode_full,45,209,0.00392249,0.00413256,1.17181e-07,1
phnode_full,45,210,0.00391848,0.00409893,1.17252e-07,1
phnode_full,45,211,0.00392831,0.00410537,1.16993e-07,1
phnode_full,45,212,0.00392353,0.0040907,1.17154e-07,1
phnode_full,45,213,0.00390427,0.00409572,1.17072e-07,1
phnode_full,45,214,0.00390936,0.00409098,1.17156e-07,1
phnode_full,45,215,0.00390286,0.00407389,1.17007e-07,1
phnode_full,45,216,0.00389728,0.00407614,1.17111e-07,1
phnode_full,45,217,0.00390245,0.00406309,1.17182e-07,1
phnode_full,45,218,0.003901,0.00409797,1.17226e-07,1
phnode_full,45,219,0.00389456,0.00406446,1.1707e-07,1
phnode_full,45,220,0.00388631,0.00405719,1.17119e-07,1
phnode_full,45,221,0.00389038,0.00407654,1.17066e-07,1
phnode_full,45,222,0.00388665,0.00407585,1.1716e-07,1
phnode_full,45,223,0.00388936,0.00407251,1.17075e-07,1
phnode_full,45,224,0.00388941,0.0040671,1.17173e-07,1
phnode_full,45,225,0.00388112,0.00404182,1.17221e-07,1
phnode_full,45,226,0.00387512,0.0040547,1.17206e-07,1
phnode_full,45,227,0.003878,0.0040435,1.17304e-07,1
phnode_full,45,228,0.00388007,0.00407682,1.17193e-07,1
phnode_full,45,229,0.00387102,0.00404988,1.17201e-07,1
phnode_full,45,230,0.00387278,0.0040449,1.17261e-07,1
phnode_full,45,231,0.00387085,0.0040422,1.17193e-07,1
phnode_full,45,232,0.00386424,0.00405098,1.17053e-07,1
phnode_full,45,233,0.00386651,0.00404548,1.17012e-07,1
phnode_full,45,234,0.00386721,0.00404738,1.17075e-07,1
phnode_full,45,235,0.0038731,0.00403723,1.17101e-07,1
phnode_full,45,236,0.00386054,0.0040366,1.17463e-07,1
phnode_full,45,237,0.00387033,0.00403779,1.17157e-07,1
phnode_full,45,238,0.00386301,0.00402891,1.17124e-07,1
phnode_full,45,239,0.00385828,0.00403131,1.17238e-07,1
phnode_full,45,240,0.00386308,0.00403181,1.17072e-07,1
phnode_full,45,241,0.00386308,0.00403254,1.17075e-07,1
phnode_full,45,242,0.00386095,0.00404478,1.17112e-07,1
phnode_full,45,243,0.0038639,0.0040324,1.17045e-07,1
phnode_full,45,244,0.00386131,0.00402695,1.17164e-07,1
phnode_full,45,245,0.00385694,0.00404134,1.17359e-07,1
phnode_full,45,246,0.00385673,0.0040303,1.17242e-07,1
phnode_full,45,247,0.00385826,0.00402487,1.16991e-07,1
phnode_full,45,248,0.00385346,0.00402555,1.17115e-07,1
phnode_full,45,249,0.00385085,0.00402549,1.17124e-07,1
phnode_full,45,250,0.0038551,0.00403122,1.17263e-07,1
phnode_full,46,1,4.35724,5.04879,1.25866e-07,1
phnode_full,46,2,3.60333,4.39924,1.19065e-07,1
phnode_full,46,3,3.03228,3.40994,1.15924e-07,1
phnode_full,46,4,1.84823,1.38594,1.15877e-07,1
phnode_full,46,5,1.35984,1.16053,1.49078e-07,1
phnode_full,46,6,0.995242,0.766584,1.8553e-07,1
phnode_full,46,7,0.756299,0.86576,1.29555e-07,1
phnode_full,46,8,0.665759,0.769053,1.18092e-07,1
phnode_full,46,9,1.08899,0.965267,1.28427e-07,1
phnode_full,46,10,1.1387,1.01888,2.71217e-07,1
phnode_full,46,11,1.17383,0.788659,2.31086e-07,1
phnode_full,46,12,0.639894,0.474342,1.76081e-07,1
phnode_full,46,13,31.1739,1.59036,3.1251e-05,1
phnode_full,46,14,0.668583,0.779916,1.56249e-07,1
phnode_full,46,15,0.627178,0.606172,2.35183e-07,1
phnode_full,46,16,0.65194,1.07572,1.70056e-07,1
phnode_full,46,17,0.785776,0.81403,7.11735e-07,1
phnode_full,46,18,0.775647,0.564435,2.31031e-07,1
phnode_full,46,19,0.558582,0.412986,2.89988e-07,1
phnode_full,46,20,0.456229,0.768913,2.10421e-07,1
phnode_full,46,21,0.622191,0.644375,3.38718e-07,1
phnode_full,46,22,0.82744,0.681835,1.37305e-06,1
phnode_full,46,23,1.33048,0.801458,1.82841e-06,1
phnode_full,46,24,1.23227,1.51262,1.21095e-07,1
phnode_full,46,25,1.76705,5.68902,1.24135e-07,1
phnode_full,46,26,2.28855,0.701397,4.94792e-06,1
phnode_full,46,27,0.616075,1.13986,1.81026e-06,1
phnode_full,46,28,0.423253,1.26336,1.17815e-07,1
phnode_full,46,29,0.903271,0.746986,1.28088e-07,1
phnode_full,46,30,0.462009,0.37679,1.29659e-07,1
phnode_full,46,31,0.348568,0.672868,1.16796e-07,1
phnode_full,46,32,0.341246,1.36293,1.14473e-07,1
phnode_full,46,33,0.621879,0.372714,1.16853e-07,1
phnode_full,46,34,0.280746,0.2795,1.15205e-07,1
phnode_full,46,35,0.251398,0.503693,1.14499e-07,1
phnode_full,46,36,0.374438,0.421002,1.16018e-07,1
phnode_full,46,37,0.327862,0.59914,1.14943e-07,1
phnode_full,46,38,0.372654,0.194176,1.14779e-07,1
phnode_full,46,39,0.285601,0.156303,1.14302e-07,1
phnode_full,46,40,0.17593,0.192688,1.14169e-07,1
phnode_full,46,41,0.132146,0.113967,1.1426e-07,1
phnode_full,46,42,0.427181,0.304995,1.16025e-07,1
phnode_full,46,43,0.315234,0.176563,1.15407e-07,1
phnode_full,46,44,0.129647,0.121818,1.14072e-07,1
phnode_full,46,45,0.551667,0.336731,1.18149e-07,1
phnode_full,46,46,0.302252,0.185372,1.15584e-07,1
phnode_full,46,47,0.330181,0.277007,1.15158e-07,1
phnode_full,46,48,0.212529,0.175415,1.14373e-07,1
phnode_full,46,49,0.246137,0.206136,1.14081e-07,1
phnode_full,46,50,0.144191,0.105489,1.13636e-07,1
phnode_full,46,51,0.123622,0.155376,1.14401e-07,1
phnode_full,46,52,0.139841,0.11872,1.13996e-07,1
phnode_full,46,53,0.133991,0.14452,1.14621e-07,1
phnode_full,46,54,0.0979547,0.088285,1.15329e-07,1
phnode_full,46,55,0.105104,0.0851684,1.16621e-07,1
phnode_full,46,56,0.0718405,0.0660831,1.16357e-07,1
phnode_full,46,57,0.0834706,0.0952706,1.16121e-07,1
phnode_full,46,58,0.0834746,0.104914,1.16219e-07,1
phnode_full,46,59,0.0809638,0.0655637,1.15888e-07,1
phnode_full,46,60,0.0600979,0.0634657,1.16163e-07,1
phnode_full,46,61,0.0842371,0.0833587,1.15731e-07,1
phnode_full,46,62,0.0689678,0.0856387,1.15574e-07,1
phnode_full,46,63,0.0693819,0.0658979,1.15827e-07,1
phnode_full,46,64,0.0595114,0.0566347,1.15937e-07,1
phnode_full,46,65,0.0767799,0.0709742,1.16126e-07,1
phnode_full,46,66,0.0779443,0.0746977,1.15699e-07,1
phnode_full,46,67,0.0660303,0.116102,1.16047e-07,1
phnode_full,46,68,0.0694515,0.0714114,1.16009e-07,1
phnode_full,46,69,0.0782389,0.0830281,1.16e-07,1
phnode_full,46,70,0.0513911,0.0693228,1.15959e-07,1
phnode_full,46,71,0.0653087,0.134137,1.15946e-07,1
phnode_full,46,72,0.0679402,0.0557839,1.16003e-07,1
phnode_full,46,73,0.0609778,0.051289,1.16237e-07,1
phnode_full,46,74,0.0448571,0.0508534,1.15875e-07,1
phnode_full,46,75,0.0420207,0.042376,1.15924e-07,1
phnode_full,46,76,0.035365,0.0374386,1.15771e-07,1
phnode_full,46,77,0.035971,0.046384,1.15766e-07,1
phnode_full,46,78,0.0492323,0.0495087,1.1577e-07,1
phnode_full,46,79,0.0449467,0.0850438,1.15489e-07,1
phnode_full,46,80,0.046714,0.0588351,1.1574e-07,1
phnode_full,46,81,0.0418837,0.0452177,1.15464e-07,1
phnode_full,46,82,0.0371538,0.040796,1.15616e-07,1
phnode_full,46,83,0.0344295,0.0208472,1.15829e-07,1
phnode_full,46,84,0.0224116,0.0233194,1.15761e-07,1
phnode_full,46,85,0.0198024,0.0211811,1.16036e-07,1
phnode_full,46,86,0.0266524,0.0267815,1.16317e-07,1
phnode_full,46,87,0.023471,0.0249277,1.1616e-07,1
phnode_full,46,88,0.0168923,0.0158591,1.16388e-07,1
phnode_full,46,89,0.0211182,0.0284325,1.16479e-07,1
phnode_full,46,90,0.0137513,0.0138894,1.16335e-07,1
phnode_full,46,91,0.0126144,0.0114752,1.16509e-07,1
phnode_full,46,92,0.0208783,0.0412906,1.16428e-07,1
phnode_full,46,93,0.0133864,0.0515809,1.16505e-07,1
phnode_full,46,94,0.0172031,0.0284119,1.16601e-07,1
phnode_full,46,95,0.0247936,0.0191072,1.16535e-07,1
phnode_full,46,96,0.0115727,0.0105821,1.16675e-07,1
phnode_full,46,97,0.0106091,0.00967314,1.16671e-07,1
phnode_full,46,98,0.0151188,0.0227806,1.16592e-07,1
phnode_full,46,99,0.0110493,0.0246935,1.16481e-07,1
phnode_full,46,100,0.0318513,0.0184199,1.16649e-07,1
phnode_full,46,101,0.0132697,0.0127909,1.16607e-07,1
phnode_full,46,102,0.0159924,0.0128932,1.16491e-07,1
phnode_full,46,103,0.01576,0.016381,1.16448e-07,1
phnode_full,46,104,0.0153489,0.0129519,1.16257e-07,1
phnode_full,46,105,0.0150929,0.0125293,1.16261e-07,1
phnode_full,46,106,0.010699,0.0110913,1.16524e-07,1
phnode_full,46,107,0.0121744,0.0282468,1.16721e-07,1
phnode_full,46,108,0.0175818,0.00890073,1.16459e-07,1
phnode_full,46,109,0.00891763,0.00965745,1.16639e-07,1
phnode_full,46,110,0.00823015,0.00755016,1.16646e-07,1
phnode_full,46,111,0.00721111,0.00762666,1.16637e-07,1
phnode_full,46,112,0.00870883,0.0110435,1.16674e-07,1
phnode_full,46,113,0.0106171,0.0110708,1.16832e-07,1
phnode_full,46,114,0.00914108,0.0143278,1.16614e-07,1
phnode_full,46,115,0.00873517,0.0116855,1.16605e-07,1
phnode_full,46,116,0.0101961,0.0108655,1.16724e-07,1
phnode_full,46,117,0.0127017,0.012403,1.16594e-07,1
phnode_full,46,118,0.0118738,0.0178213,1.16545e-07,1
phnode_full,46,119,0.0159328,0.0152174,1.16636e-07,1
phnode_full,46,120,0.0131585,0.0145463,1.16575e-07,1
phnode_full,46,121,0.0116576,0.0141746,1.16381e-07,1
phnode_full,46,122,0.00850754,0.0107975,1.1673e-07,1
phnode_full,46,123,0.00776262,0.00808998,1.16442e-07,1
phnode_full,46,124,0.0096412,0.0113968,1.16671e-07,1
phnode_full,46,125,0.00943691,0.0105814,1.16446e-07,1
phnode_full,46,126,0.00914812,0.00845126,1.16602e-07,1
phnode_full,46,127,0.00924876,0.00823762,1.16559e-07,1
phnode_full,46,128,0.00912044,0.00930439,1.16808e-07,1
phnode_full,46,129,0.00849189,0.00909985,1.16622e-07,1
phnode_full,46,130,0.00661564,0.00641717,1.16685e-07,1
phnode_full,46,131,0.00628675,0.00678294,1.16649e-07,1
phnode_full,46,132,0.00687199,0.00669093,1.16763e-07,1
phnode_full,46,133,0.00599649,0.00623487,1.16736e-07,1
phnode_full,46,134,0.00607531,0.00545672,1.16723e-07,1
phnode_full,46,135,0.00660831,0.00821404,1.16766e-07,1
phnode_full,46,136,0.00747618,0.00760819,1.16831e-07,1
phnode_full,46,137,0.007313,0.00892594,1.16728e-07,1
phnode_full,46,138,0.00731468,0.00683556,1.16737e-07,1
phnode_full,46,139,0.00696254,0.00885871,1.16589e-07,1
phnode_full,46,140,0.00698577,0.00737682,1.16723e-07,1
phnode_full,46,141,0.00665739,0.00839184,1.1665e-07,1
phnode_full,46,142,0.00659261,0.00723592,1.1696e-07,1
phnode_full,46,143,0.0065073,0.00741985,1.16718e-07,1
phnode_full,46,144,0.0063811,0.00747054,1.16753e-07,1
phnode_full,46,145,0.0063336,0.00779685,1.16757e-07,1
phnode_full,46,146,0.00614502,0.00615342,1.16789e-07,1
phnode_full,46,147,0.00521308,0.00492423,1.16661e-07,1
phnode_full,46,148,0.00455797,0.0046719,1.16926e-07,1
phnode_full,46,149,0.00445365,0.00482668,1.16789e-07,1
phnode_full,46,150,0.00441742,0.00464756,1.16955e-07,1
phnode_full,46,151,0.00439782,0.0046334,1.16683e-07,1
phnode_full,46,152,0.00443946,0.00479531,1.16898e-07,1
phnode_full,46,153,0.00438607,0.00461483,1.17018e-07,1
phnode_full,46,154,0.00433276,0.00450153,1.16927e-07,1
phnode_full,46,155,0.00433264,0.00447792,1.17114e-07,1
phnode_full,46,156,0.00426355,0.00444181,1.1704e-07,1
phnode_full,46,157,0.00425639,0.00443325,1.17147e-07,1
phnode_full,46,158,0.00423808,0.00441152,1.16897e-07,1
phnode_full,46,159,0.00426358,0.00445689,1.17072e-07,1
phnode_full,46,160,0.00422074,0.00437235,1.17067e-07,1
phnode_full,46,161,0.00421915,0.00438406,1.17126e-07,1
phnode_full,46,162,0.00426617,0.00439263,1.17008e-07,1
phnode_full,46,163,0.00425164,0.00437089,1.17052e-07,1
phnode_full,46,164,0.0042078,0.00444489,1.16973e-07,1
phnode_full,46,165,0.00423446,0.00433552,1.17156e-07,1
phnode_full,46,166,0.00418517,0.00432885,1.17003e-07,1
phnode_full,46,167,0.00414497,0.00431947,1.16993e-07,1
phnode_full,46,168,0.00413158,0.00432418,1.17189e-07,1
phnode_full,46,169,0.00412454,0.00432025,1.17056e-07,1
phnode_full,46,170,0.00412471,0.00428851,1.17051e-07,1
phnode_full,46,171,0.00410946,0.00427128,1.16918e-07,1
phnode_full,46,172,0.00410698,0.00427048,1.1701e-07,1
phnode_full,46,173,0.00410392,0.00422991,1.17224e-07,1
phnode_full,46,174,0.0040845,0.0042358,1.1704e-07,1
phnode_full,46,175,0.00407343,0.00426636,1.17261e-07,1
phnode_full,46,176,0.00407996,0.00423765,1.17296e-07,1
phnode_full,46,177,0.00407669,0.00421319,1.1712e-07,1
phnode_full,46,178,0.00405754,0.00420738,1.17041e-07,1
phnode_full,46,179,0.00405977,0.00429097,1.172e-07,1
phnode_full,46,180,0.00412912,0.00427399,1.17116e-07,1
phnode_full,46,181,0.00410131,0.00421384,1.16958e-07,1
phnode_full,46,182,0.00409424,0.00424247,1.17195e-07,1
phnode_full,46,183,0.00405335,0.0041827,1.17386e-07,1
phnode_full,46,184,0.00402687,0.00419542,1.17079e-07,1
phnode_full,46,185,0.00403722,0.0042757,1.17005e-07,1
phnode_full,46,186,0.00402714,0.00418807,1.17155e-07,1
phnode_full,46,187,0.00401883,0.00416436,1.17226e-07,1
phnode_full,46,188,0.00403264,0.00417236,1.17062e-07,1
phnode_full,46,189,0.0040255,0.00420526,1.17214e-07,1
phnode_full,46,190,0.00401302,0.00414857,1.17119e-07,1
phnode_full,46,191,0.0040063,0.00413496,1.17117e-07,1
phnode_full,46,192,0.00399232,0.00413508,1.17182e-07,1
phnode_full,46,193,0.00397957,0.00414208,1.1738e-07,1
phnode_full,46,194,0.00399421,0.00417924,1.17396e-07,1
phnode_full,46,195,0.00397552,0.00413872,1.17081e-07,1
phnode_full,46,196,0.0039773,0.00413844,1.17178e-07,1
phnode_full,46,197,0.00397098,0.00414923,1.17129e-07,1
phnode_full,46,198,0.00397949,0.00413001,1.17164e-07,1
phnode_full,46,199,0.00397235,0.00410736,1.17134e-07,1
phnode_full,46,200,0.00397229,0.00413898,1.1719e-07,1
phnode_full,46,201,0.00396906,0.00411126,1.17295e-07,1
phnode_full,46,202,0.00396199,0.0041376,1.17232e-07,1
phnode_full,46,203,0.00396455,0.00410042,1.17367e-07,1
phnode_full,46,204,0.00395801,0.00410514,1.17282e-07,1
phnode_full,46,205,0.0039562,0.00411525,1.17013e-07,1
phnode_full,46,206,0.00397867,0.00412108,1.17274e-07,1
phnode_full,46,207,0.00395116,0.00409782,1.17446e-07,1
phnode_full,46,208,0.0039477,0.00409485,1.17306e-07,1
phnode_full,46,209,0.00394601,0.0041055,1.17182e-07,1
phnode_full,46,210,0.0039439,0.00410324,1.17336e-07,1
phnode_full,46,211,0.00395119,0.00409307,1.17101e-07,1
phnode_full,46,212,0.00395117,0.00409281,1.17177e-07,1
phnode_full,46,213,0.00393555,0.00408496,1.17319e-07,1
phnode_full,46,214,0.00393804,0.00409496,1.17067e-07,1
phnode_full,46,215,0.00393321,0.00408173,1.17257e-07,1
phnode_full,46,216,0.00393526,0.00408399,1.17304e-07,1
phnode_full,46,217,0.00393513,0.00412591,1.17211e-07,1
phnode_full,46,218,0.0039491,0.0041061,1.17238e-07,1
phnode_full,46,219,0.00393465,0.00406933,1.1707e-07,1
phnode_full,46,220,0.00392233,0.00407639,1.17134e-07,1
phnode_full,46,221,0.00392873,0.00406714,1.1748e-07,1
phnode_full,46,222,0.00391713,0.00406629,1.17307e-07,1
phnode_full,46,223,0.00391998,0.0040715,1.17166e-07,1
phnode_full,46,224,0.00391898,0.00407118,1.1739e-07,1
phnode_full,46,225,0.00391856,0.00407934,1.17141e-07,1
phnode_full,46,226,0.00392145,0.00406506,1.17264e-07,1
phnode_full,46,227,0.00391689,0.00406536,1.17271e-07,1
phnode_full,46,228,0.00391641,0.00407606,1.17258e-07,1
phnode_full,46,229,0.00391642,0.00405952,1.17347e-07,1
phnode_full,46,230,0.00391526,0.00406335,1.17185e-07,1
phnode_full,46,231,0.00391239,0.00405862,1.172e-07,1
phnode_full,46,232,0.0039136,0.0040589,1.17311e-07,1
phnode_full,46,233,0.00391372,0.00406359,1.17492e-07,1
phnode_full,46,234,0.00390784,0.00405639,1.17302e-07,1
phnode_full,46,235,0.00391478,0.00406077,1.17309e-07,1
phnode_full,46,236,0.00390969,0.00406096,1.17157e-07,1
phnode_full,46,237,0.00390943,0.00405493,1.17397e-07,1
phnode_full,46,238,0.00390982,0.00405325,1.17303e-07,1
phnode_full,46,239,0.00390911,0.0040615,1.17234e-07,1
phnode_full,46,240,0.00390795,0.00405853,1.17339e-07,1
phnode_full,46,241,0.00390269,0.00405167,1.17123e-07,1
phnode_full,46,242,0.00390458,0.0040494,1.17292e-07,1
phnode_full,46,243,0.00390091,0.00404918,1.17335e-07,1
phnode_full,46,244,0.00390506,0.00405581,1.17365e-07,1
phnode_full,46,245,0.00389847,0.00405136,1.17464e-07,1
phnode_full,46,246,0.00390289,0.00404987,1.17263e-07,1
phnode_full,46,247,0.00390733,0.00405129,1.17375e-07,1
phnode_full,46,248,0.00390076,0.00405279,1.17298e-07,1
phnode_full,46,249,0.00389876,0.00404771,1.17469e-07,1
phnode_full,46,250,0.00390388,0.00404709,1.17224e-07,1
blackbox_fullstate,42,1,1.44439,1.59345,0.000732369,1
blackbox_fullstate,42,2,1.31004,1.14457,0.032537,1
blackbox_fullstate,42,3,0.723217,0.554766,0.319735,1
blackbox_fullstate,42,4,0.513591,0.474524,0.221026,1
blackbox_fullstate,42,5,0.474427,0.455792,0.156386,1
blackbox_fullstate,42,6,0.454605,0.445257,0.105954,1
blackbox_fullstate,42,7,0.427989,0.411705,0.0644919,1
blackbox_fullstate,42,8,0.398268,0.411981,0.0423641,1
blackbox_fullstate,42,9,0.382501,0.399928,0.0460757,1
blackbox_fullstate,42,10,0.37293,0.370297,0.0727885,1
blackbox_fullstate,42,11,0.413875,0.365012,0.109951,1
blackbox_fullstate,42,12,0.368595,0.339676,0.167049,1
blackbox_fullstate,42,13,0.363917,0.321497,0.207763,1
blackbox_fullstate,42,14,0.344299,0.313228,0.230309,1
blackbox_fullstate,42,15,0.317328,0.317575,0.230369,1
blackbox_fullstate,42,16,0.360363,0.326057,0.245541,1
blackbox_fullstate,42,17,0.323531,0.30328,0.274691,1
blackbox_fullstate,42,18,0.307935,0.323662,0.277433,1
blackbox_fullstate,42,19,0.304763,0.310918,0.274723,1
blackbox_fullstate,42,20,0.292761,0.29865,0.263707,1
blackbox_fullstate,42,21,0.283168,0.286541,0.247463,1
blackbox_fullstate,42,22,0.274001,0.281059,0.231342,1
blackbox_fullstate,42,23,0.268392,0.270854,0.217577,1
blackbox_fullstate,42,24,0.263508,0.26516,0.206826,1
blackbox_fullstate,42,25,0.258832,0.258402,0.19835,1
blackbox_fullstate,42,26,0.253893,0.250788,0.191548,1
blackbox_fullstate,42,27,0.25104,0.252116,0.186061,1
blackbox_fullstate,42,28,0.248273,0.247419,0.181554,1
blackbox_fullstate,42,29,0.247643,0.249792,0.178299,1
blackbox_fullstate,42,30,0.254011,0.24071,0.180048,1
blackbox_fullstate,42,31,0.319618,0.282746,0.191959,1
blackbox_fullstate,42,32,0.296545,0.274711,0.21903,1
blackbox_fullstate,42,33,0.27083,0.26252,0.233096,1
blackbox_fullstate,42,34,0.259923,0.240226,0.244068,1
blackbox_fullstate,42,35,0.248732,0.26262,0.246945,1
blackbox_fullstate,42,36,0.242238,0.252486,0.24503,1
blackbox_fullstate,42,37,0.233306,0.239268,0.240929,1
blackbox_fullstate,42,38,0.229299,0.229912,0.232894,1
blackbox_fullstate,42,39,0.2262,0.237573,0.225825,1
blackbox_fullstate,42,40,0.223264,0.231996,0.218271,1
blackbox_fullstate,42,41,0.220042,0.235727,0.21203,1
blackbox_fullstate,42,42,0.215588,0.230051,0.206235,1
blackbox_fullstate,42,43,0.211686,0.225227,0.201791,1
blackbox_fullstate,42,44,0.204747,0.219638,0.197743,1
blackbox_fullstate,42,45,0.201333,0.216413,0.193746,1
blackbox_fullstate,42,46,0.198424,0.210923,0.190305,1
blackbox_fullstate,42,47,0.19701,0.21456,0.186535,1
blackbox_fullstate,42,48,0.198048,0.212662,0.183628,1
blackbox_fullstate,42,49,0.201505,0.217585,0.179451,1
blackbox_fullstate,42,50,0.203469,0.230432,0.177558,1
blackbox_fullstate,42,51,0.21118,0.228114,0.182339,1
